Date,AAPL,MSFT,GOOG,NVDA,ORCL,INTC,AMD,AMZN,CSCO,ADBE,QCOM,IBM,Tech,Total Portfolio
2006-04-20,42308.423384674876,20456.60968690785,42673.51489737435,51837.97382991094,21669.214962662136,17516.85364069579,31053.934272442253,17247.270378988207,22661.64314102905,25099.827644268593,24871.939128322192,17166.245600701226,334563.45056797744,334563.45056797744
2006-04-21,41939.32436643939,20547.421404189132,44946.01824948095,49968.810370703824,21868.29566315736,17165.61401952033,31400.297852180003,17100.141116181356,22284.482824252977,24953.277944787336,24656.036463742603,17090.897859639983,333920.6181342753,333920.6181342753
2006-04-24,41132.296438129706,20517.152213349094,45295.63231658146,51499.81533028071,22174.57493733031,17030.528032093716,32469.07754538093,16986.235429677894,21864.221356331087,24780.084924473427,25092.633667189602,17185.074325766658,336027.3265165846,336027.3265165846
2006-04-25,41395.05527890568,20517.152213349094,43923.91147519203,51464.125843071575,22434.912228408743,17246.668530861072,33062.841524897456,16872.329743174432,22058.18374913017,25086.504713307637,24708.81707785498,17302.286266994135,336072.788645147,336072.788645147
2006-04-26,42633.72178912379,20509.58595182938,43801.53860773805,51108.1451947201,22542.11815957266,17552.882894926566,32459.17933985538,16986.235429677894,22338.359663887637,25412.91016912791,24507.292952678272,17444.604217540582,337296.5743706783,337296.5743706783
2006-04-27,43390.69365254819,20623.0985260504,43190.754650225565,51927.06371670187,22863.708362491205,18084.243976735313,32459.17933985538,16962.504465397567,22607.75828734672,26278.88035287598,24963.0984848286,17555.531055276537,340906.5148703333,340906.5148703333
2006-04-28,44035.03750156636,18276.989622657835,42975.83057421093,52016.03193873658,22343.031940962795,17994.171570879567,32013.85446768832,16710.962128110317,22575.432824689742,26112.347527497917,24632.03917729089,17233.21737403403,336918.94664832525,336918.94664832525
2006-05-01,43540.829461356094,18382.94422488148,41017.99974241681,55006.662883472105,22327.722851588747,17552.882894926566,31459.67576015538,16416.70586560593,22586.203704749983,25426.23055899961,24301.009035147512,17210.20379279957,335229.07077609975,335229.07077609975
2006-05-02,44804.50033743563,18171.043309956538,40596.40537397574,54935.42643062545,22098.00925737305,17642.93924691605,32281.049390988555,16317.037399805078,23049.572735055823,25546.13439655895,24497.706287563204,17249.966181795717,337189.7903480498,337189.7903480498
2006-05-03,44504.21377250537,17535.326058517603,40531.61833638795,55291.52874373317,21929.554093112114,17344.21766007018,32924.29684801422,16117.701599758027,23157.33122275374,23354.564345811497,24828.753928943184,17308.574498180853,334827.681107788,334827.681107788
2006-05-04,44497.9608126257,17739.65656716166,40591.25768219021,54935.42643062545,21883.6121100176,17507.154186585623,33597.231371497925,16359.752456576873,23556.028491221696,22861.626064613163,25111.827413195766,17252.061737575423,335893.5953238871,335893.5953238871
2006-05-05,44973.40499075882,18012.106225669606,40544.98803588648,55683.10849976058,22128.64399046506,17661.03925141113,34072.24331012301,16630.27888635559,23437.497520654004,22768.36808897573,25217.37114218392,17429.95565710139,338559.0055993453,338559.0055993453
2006-05-08,44973.40499075882,17959.129960748076,40594.343914070894,55433.91822216506,21791.729983200097,18204.18095217524,33597.231371497925,16464.16666261193,23448.27801757144,22441.962633155457,25265.356965469047,17411.051867351318,337584.7555407753,337584.7555407753
2006-05-09,44435.41626651461,17875.882432605926,42035.98756888042,53742.79896724003,21607.963890193565,18014.076905608516,33805.048386822775,16535.357292343597,23362.0660984226,22142.20558034635,25303.747374020808,17482.464967859018,336343.01573085826,336343.01573085826
2006-05-10,44166.40446585896,17989.392934446354,41437.532650953035,52550.06721977782,21807.037233202605,17724.414077664514,32488.870181372724,16212.623193770021,22359.90462962718,22235.463555983784,24785.580395721903,17413.156806216604,331170.44734459545,331170.44734459545
2006-05-11,42633.72178912379,17573.1552937356,39794.34256359619,50680.92461738607,21301.675419162886,17525.260028850254,31162.79188286746,15913.620059476776,21605.598421360835,21735.8650798496,23701.25915756925,17320.72559400796,320948.93990698666,320948.93990698666
2006-05-12,42352.18912139437,17535.326058517603,38470.948856430936,46871.36472226109,21408.877671583705,17235.589903694312,31331.025513738383,15533.9336834288,21918.098195965747,21262.911195092696,23504.56336342327,17306.020735055285,314730.84902058623,314730.84902058623
2006-05-15,42408.49067250211,17588.497127214225,38683.79955658753,47547.89376581098,21393.56306409502,17489.042506551432,30796.637554667577,15557.664647709127,22155.16975395832,21442.76568088709,23331.834232064957,17411.051867351318,315806.41042939964,315806.41042939964
2006-05-16,40650.61424743137,17482.134266015124,38179.95333514125,46301.73380967982,21730.4697138738,17253.68844874701,30489.857359383757,15548.172035686066,21778.01103999178,21516.040530627717,23120.730733121767,17257.713482790245,311309.11900248966,311309.11900248966
2006-05-17,40825.759404538854,17269.393000762535,38508.99649502167,44432.570350472706,21209.796971088483,16891.60079230208,30450.27397492983,15002.372304339771,21745.6807689062,20783.297115399946,22501.81044185281,17070.769577221618,306692.3211968364,306692.3211968364
2006-05-18,39524.5533306478,17345.36440066702,38148.07021634307,42421.04522192086,21087.287468665156,16882.540573957824,31024.247205984222,15476.98027439974,21864.221356331087,20097.181417446267,22237.933620145817,16942.635724378113,303052.060810887,303052.060810887
2006-05-19,40356.58064238077,17140.23602549733,38048.32971601404,43311.08548426483,20980.094413102066,16620.029212198835,34586.84052073168,16108.210119289623,22489.224111159965,20190.4393930837,22583.37292535613,16862.82163458042,309277.2641976594,309277.2641976594
2006-05-22,39649.6523877463,17383.361498712482,38143.95921248657,42723.625470690524,20750.38081888637,16303.198864203552,32835.231873580815,16530.611552109393,22198.275713532737,19923.987126587726,22372.269426412942,16808.2089488051,305622.76289375447,305622.76289375447
2006-05-23,39505.7844861325,17314.984337465627,38620.057150897585,42260.83011863183,20627.88051332077,16248.88133740965,31459.67576015538,16022.780005746034,21950.425261432258,19331.130674816108,21772.54433941986,16768.294866592067,301883.2688520196,301883.2688520196
2006-05-24,39624.62560091319,17854.416714495484,39203.08885339039,42812.6041211329,21102.60759426848,16194.572567270072,30856.0135751133,16701.470647641912,22079.738331726916,19497.66350019417,21931.298872086703,16757.801449217564,304615.9018274511,304615.9018274511
2006-05-25,40243.965084069925,18036.757192740824,39381.99894682834,42581.260325209885,21546.703620867265,16339.407629848045,30648.19467225878,16910.297928157368,22112.05738314577,19411.065719492588,22157.386092365054,16833.41035282747,306202.50494781137,306202.50494781137
2006-05-26,39756.02993349193,18021.556281142053,39213.37232100824,42670.2250711087,21516.074405889893,16493.29123523117,31301.336559750693,17119.12634022748,21885.77273330876,19304.484812894196,22142.95068044323,16961.545769518576,306385.7661440149,306385.7661440149
2006-05-30,38298.4151611607,17588.497127214225,38245.76117272045,40890.03678620808,21470.134262166914,16122.153576538702,30163.286415637805,16440.435698331603,21303.87754086383,18884.822651981118,21512.77108869459,16837.615539015256,297757.80702053325,297757.80702053325
2006-05-31,37391.302506490254,17208.623548647112,38233.416245197746,40907.8797917447,21776.413536339867,16312.247407008703,30569.026015821277,16426.197346074336,21206.894741654753,19071.338603255987,21748.482889100625,16783.010672477925,297634.8333038133,297634.8333038133
2006-06-01,38892.70792773173,17337.771198199684,39343.96322419082,43044.05915340448,21776.413536339867,16330.354708715726,31063.830590438156,16644.517238612854,22090.51722583482,19131.290522035655,22633.627816319844,16948.939594040803,305237.9927358644,305237.9927358644
2006-06-02,38573.66995681971,17292.18711482864,39016.965636277644,42421.04522192086,21669.214962662136,16502.349994133037,29787.235769442028,16497.38910736066,22025.86309490179,19317.80774385515,22609.5824069675,16703.179380356665,302416.4903895259,302416.4903895259
2006-06-05,37535.18037298034,17094.6498697457,38502.82800324471,40640.86041315613,21225.106060462535,16276.038641364214,28758.041348224684,15894.635966985308,21422.410114241047,19630.88899816984,21974.586150345862,16606.56800352178,295561.79394244216,295561.79394244216
2006-06-06,37360.0103036821,16813.538696578304,40101.80196023388,39554.932940993465,21163.85130925087,16104.047734274067,28649.185625329137,15856.667782002374,21734.906683226895,19877.35813876901,22210.30086729133,16753.596263029776,296180.1983046612,296180.1983046612
2006-06-07,36634.34309916123,16745.16153533145,39743.965885420366,38842.940359067456,20735.07172951232,15741.949861732423,27709.056178545205,16027.526877534894,21454.732371278966,19197.903906295807,21878.36805619355,16625.46084633868,291336.48070641235,291336.48070641235
2006-06-08,38010.62704233255,16798.34503831158,40442.16130367678,38130.82611238521,20719.751603908997,15488.494339990528,26749.135983299137,15923.112671499837,21433.189008348952,18551.757001224993,21382.899046029117,16180.156806998528,289810.45595800626,289810.45595800626
2006-06-09,37059.72622997091,16653.986115257314,39750.13040521291,38006.185783820845,20627.88051332077,15533.753107882561,26472.044742003007,16032.272617769098,21519.392913450127,18645.01497686243,20897.02253405862,16306.191976367136,287503.60191597574,287503.60191597574
2006-06-12,35658.417991185575,16494.437678697494,39232.90654029931,35905.68548096251,20290.960987941173,15262.185906106479,25413.163254327632,15946.842504225508,20991.384177497046,19211.226837256763,19814.653919056112,16178.058123523628,280399.9234010792,280399.9234010792
2006-06-13,36490.455267794845,16342.488661746767,39744.986685411786,35353.80719438465,20137.82227054047,15497.545801680457,24136.566545801852,15885.143354962245,20862.06950439286,19304.484812894196,20127.334653359077,16159.157461468747,280041.862214438,280041.862214438
2006-06-14,36040.032894056676,16623.599834914163,39525.963521493846,36386.320362421924,20199.078861123682,16049.737504692104,24849.086341269132,15984.8118207631,21131.46331942335,19031.371080917746,20805.613813430722,16322.993954947111,282950.07330945355,282950.07330945355
2006-06-15,37147.30503657235,16767.955649397554,40205.65346441941,39572.7655181224,20980.094413102066,16402.76786167755,25838.69549050289,16592.31070137265,21788.78833129015,19291.16188193324,21594.55231265536,16501.536871225748,292683.5875322714,292683.5875322714
2006-06-16,36008.74816490575,16790.744582512198,40174.80306156586,38558.074498806374,21730.4697138738,16565.714604289707,25373.57798234405,16654.009850635917,21530.170204748498,19397.744059076256,21142.355998052913,16373.399890687051,290299.81261149835,290299.81261149835
2006-06-19,35783.549434132045,17132.63556969794,39911.57568323345,37401.02181014562,21883.6121100176,16511.399996380576,24690.749028394108,16644.517238612854,21357.762394546153,19171.259314918523,20872.968375087974,16314.588274114332,287675.63922928117,287675.63922928117
2006-06-20,35952.44661379801,17140.23602549733,39811.819294966816,36813.57222497899,21822.35735880593,16429.93538172883,24611.580371956592,16839.1072984257,21260.773184098944,19670.85779105271,21123.118503955266,16381.804007672237,287857.60805693734,287857.60805693734
2006-06-21,36196.43910127778,17535.319841375847,41350.12913417791,37222.96717745587,22251.153492888392,16656.239437285712,25155.864649023297,17394.3985102404,21627.156209576642,19904.002730146294,21262.619501557576,16446.92418545043,293003.21397045616,293003.21397045616
2006-06-22,37272.433988299745,17383.361498712482,41125.974166412045,36137.039705293195,21944.870539972348,16520.452917512896,25106.38494657347,17261.50873124547,21217.675238572185,20510.183383423497,19906.049515256564,16213.765455701277,290599.7000869751,290599.7000869751
2006-06-23,36803.23529638906,17094.6498697457,41630.84515983415,36154.87923469392,22817.766379396686,16294.14302418646,24878.77340772717,17346.9377132344,21131.46331942335,20383.618080383672,19001.668552209412,16194.861665951204,289732.84170317516,289732.84170317516
2006-06-26,36903.34493494057,17337.771198199684,41565.03732225494,35816.60602257924,22465.543282757666,16547.608762025073,24403.761469102083,17451.351919269462,21120.687630934513,20443.569999163345,19285.49012882646,16205.356647173303,289546.12931722635,289546.12931722635
2006-06-27,35927.41982696491,17368.161623304004,41369.663353468975,34677.399815590994,22205.20415230769,16339.407629848045,24007.918186914514,17313.71526848567,20797.400948174036,19943.97152302916,18612.007217851788,16096.135967165455,284658.4055131053,284658.4055131053
2006-06-28,35045.34143278479,17596.10069158449,41759.38254708068,36599.94629370046,22327.722851588747,16891.60079230208,23641.761971184977,17418.12947452073,20883.61767575147,20023.90656770564,18987.234598557305,16081.42485282239,287256.16974958376,287256.16974958376
2006-06-29,36890.82406786679,17831.62674519055,42962.46484669679,38255.473393221364,22572.747374550032,17489.042506551432,24552.202463981215,18281.916432651735,21454.732371278966,20250.391311863375,19501.960060325702,16297.78785938195,296341.1694335599,296341.1694335599
2006-06-30,35827.32513572785,17702.45733564183,43118.7624329318,37899.3849846572,22189.896902305183,17199.378219165043,24166.25549978954,18357.85393417226,21045.259414322176,20223.746720486088,19275.872840047352,16136.042230140501,293142.2356493868,293142.2356493868
2006-07-03,36252.73816116643,18006.369876207384,43516.7115782253,38451.27369964274,22679.93307262694,17525.260028850254,24344.38544865636,18324.631489423526,21551.72799296431,20410.26267176096,18982.42522503289,16388.109441182518,296433.8286857396,296433.8286857396
2006-07-05,35658.417991185575,17740.452361306707,43337.785596849746,36724.48233818804,22312.404565356963,16973.06686639622,23651.658289180872,17612.718402778915,21120.687630934513,19890.681069729962,18361.86438033307,16335.595438882096,289719.81493112264,289719.81493112264
2006-07-06,34888.95266409723,17839.219947657886,43515.68283426508,35585.251798248544,22205.20415230769,17063.59607771939,23582.385950739248,17465.590271526722,21153.02271044869,19710.82531339095,18506.17912626895,16402.81586398279,287918.72671065317,287918.72671065317
2006-07-07,34657.4760612531,17702.45733564183,43233.926148695406,34481.48132054927,22633.994768275516,16801.073040421295,23315.191027439017,17138.110432718946,20894.39336424031,19597.58294131208,18280.081698102586,16052.030773393008,284787.79891204234,284787.79891204234
2006-07-10,34407.25552608444,17854.416714495484,43002.56997320797,32986.16932431739,22343.031940962795,16457.08684791384,22276.10217575544,16986.235429677894,20441.808036470968,19491.002034713692,18183.86943702914,16104.535392607846,280534.08283323684,280534.08283323684
2006-07-11,34813.87479481698,17550.516608213446,43656.56117704992,34089.922421337214,22266.457064147806,16900.649335107235,22741.217796384626,16924.536280414635,20140.08555316443,19684.179451469037,18698.608023224988,16062.528882310304,283529.13738764066,283529.13738764066
2006-07-12,33131.066274150195,17201.022056657435,42904.88298881499,32452.127091004364,21776.413536339867,16185.515267810593,22602.67311950139,16435.6899580974,19676.729345334854,19024.709615437267,18063.605933524483,15854.5825035167,275309.01769018953,275309.01769018953
2006-07-13,32686.879421758164,16912.31250007124,42039.061884807896,31615.490704378102,21592.64744333333,16040.680205232624,21900.04964203,16008.54165348877,19418.104807555068,18718.289826603057,17587.364209569692,15594.117430879889,270113.5397297078,270113.5397297078
2006-07-14,31698.463341337625,16935.101433185882,41491.00350497834,31455.27907722496,21883.6121100176,16185.515267810593,21375.55800095509,15624.109537206592,19331.89609402529,18658.337907823385,17495.96132202066,15453.382094101402,267588.2196906874,267588.2196906874
2006-07-17,32761.95479981934,17079.458283859567,41942.41953231274,31704.462402548703,22082.698328627455,16149.307961608487,20702.62347747139,15980.066080528897,19364.218351063213,18378.562710366456,17587.364209569692,15480.69312853185,269213.82926630776,269213.82926630776
2006-07-18,33093.52360268145,17276.999673703674,41444.73385867461,33431.23985945983,22542.11815957266,16484.24561131079,20336.46726174185,15894.635966985308,19267.238757473195,18445.176094626604,17991.444914882253,15598.322617067673,271806.1463781799,271806.1463781799
2006-07-19,33844.21510281635,17778.441169829828,41028.27923805026,34891.004890054166,23078.094473617388,16737.699673610303,21237.011436542198,16364.498196811075,19396.551827767853,18924.790174319358,17669.141058721314,15978.51117017242,276928.2384123125,276928.2384123125
2006-07-20,37847.9653840127,17360.572565597842,39806.68749111889,34196.73712504443,23154.671189803918,15479.432662203886,21425.037703404916,16222.115805793084,19267.238757473195,18664.99937330386,17245.811193153364,15854.5825035167,276525.8517544268,276525.8517544268
2006-07-21,37985.59278184221,18135.535140994933,40114.14291577219,31633.30590082758,23154.671189803918,15524.692889538303,18070.263291511972,15752.253575967317,18814.65663532292,18418.530232704696,16567.52474173314,15724.354658741084,269895.5239547603,269895.5239547603
2006-07-24,38423.509235821046,18234.300654965522,40195.369996801564,34819.747580392155,22940.277721191556,15823.426151923279,17209.302501165548,16283.814955056347,19342.6701797046,18238.674476365675,17019.71813979615,15961.712319287633,274492.5239124711,274492.5239124711
2006-07-25,38742.569627704754,18401.450583515023,40037.018894630506,36048.06453098671,22863.708362491205,15877.737840947633,17615.042101349016,15942.096763991305,19471.976838761126,18132.093569767287,16490.558724375653,15940.697335281884,275563.0151738021,275563.0151738021
2006-07-26,39956.201877432526,18515.396285278526,39640.09849329723,36048.06453098671,23001.53615114631,15841.533453630298,18060.36697351607,12463.216835632295,19331.89609402529,17912.270291090033,16827.292159379547,15928.10054288969,273525.9736883045,273525.9736883045
2006-07-27,39662.18820213453,18135.535140994933,39321.34277301907,36564.26723489901,22771.81887818753,15814.379068560514,17872.340706653355,12605.599226650285,19062.49907337574,17632.4950936331,16606.017229165045,15995.317840295193,272043.80046756833,272043.80046756833
2006-07-28,41032.20672933079,18424.22811853644,39909.5102513442,40355.99455289505,23078.094473617388,16457.08684791384,18901.535127870695,12895.110880475126,19482.75733567857,18405.20730174374,17216.950577197735,16165.455075741045,282324.1372723446,282324.1372723446
2006-07-31,42514.84579727606,18279.874376433636,39753.21266510918,39412.560843241044,22924.959434959776,16294.14302418646,19188.52079963307,12762.21996992554,19267.238757473195,18991.40355857951,16961.993991345462,16259.983407576996,282610.95662573987,282610.95662573987
2006-08-01,42026.895699383604,18226.703307737018,38612.85594317601,37828.26324429501,22557.42357020362,15986.36267843872,18901.535127870695,12491.693540146824,18836.211217919667,18878.16118650064,16586.762235830796,15993.219156820289,276926.08690832293,276926.08690832293
2006-08-02,42639.96478412715,18462.225216581905,37761.43725461204,40729.82168291905,22679.93307262694,15922.99952772444,19396.339702487574,12382.533593877564,18836.211217919667,21502.71759966676,16533.85766879253,16031.025172472839,282879.0664938084,282879.0664938084
2006-08-03,43534.54660684752,18393.853236286515,38600.5110156533,43293.24595486411,22618.680160786826,15777.33550187013,20237.5078568422,12667.298375913546,18922.413520211307,21669.250425044822,16769.57092746829,16033.119164404949,288517.3327461935,288517.3327461935
2006-08-04,42727.56102926211,18454.63201411457,38442.15991348224,42705.792893561586,22388.975763428865,15922.996608839661,20257.29860530433,12952.064289504186,18577.58507733035,21129.684426572396,16986.051066855543,15944.90252146967,286489.70420972555,286489.70420972555
2006-08-07,42045.6645438989,18401.450583515023,38863.75825390771,42207.40886223465,22388.975763428865,15768.230040811844,20009.896317995892,12710.01343268534,18760.7765900692,21176.31468493574,16644.4965921695,15862.986620501882,284839.9722861546,284839.9722861546
2006-08-08,40525.4828044849,18492.618750257105,39177.38217033796,43328.91458525787,22664.63134073907,15804.653344487362,19910.936913096248,12510.677632638291,18631.46672539361,21282.895591534132,16288.518371719367,15886.186299600357,284504.36452954623,284504.36452954623
2006-08-09,39781.03679057243,18568.59015016159,38759.902777737785,43311.08548426483,22894.337577468585,15841.06059429661,19643.741989796014,12439.487002906622,21314.659640590802,20949.829940778007,16129.76821386167,15898.833135115648,285532.33329755056,285532.33329755056
2006-08-10,40081.32086428362,18583.791061760363,38478.14212018371,43008.47395027214,23169.983957921064,16159.705029180088,19802.079302671045,12572.376781901552,21077.583274169625,21449.428416912193,16307.760240626167,15972.646741684433,286663.291741566,286663.291741566
2006-08-11,39818.56451472672,18560.99902007484,37892.03212977903,41655.53752792858,22955.592328680246,15850.173352566835,19574.469651354397,12373.042113409163,21056.027088763352,21216.28220727398,16023.938664009116,15917.813553397964,282894.4721519642,282894.4721519642
2006-08-14,39999.98505268556,18636.974564740496,37987.66162625156,41441.92550119362,23415.012159625443,16268.955967455599,19663.53462578781,12591.362005947678,21648.705983744785,21655.927494083866,16158.63612116588,16170.87693535914,285639.55803804146,285639.55803804146
2006-08-15,41570.220365765774,18774.232475716624,39174.291966472876,45429.42879265979,24073.50349420814,16505.65709058408,20653.143775021563,13179.875662511107,22252.150950357864,22615.158194558626,17053.392504085343,16255.238693968315,297536.2939659101,297536.2939659101
2006-08-16,42527.35669947354,18835.241287789733,39868.37638087279,48687.10692507102,23797.857113755657,16942.66230312852,22335.47819620116,13265.305776054698,22737.068152022315,22641.804056480534,18198.307765490397,16679.114893537164,306515.67954987753,306515.67954987753
2006-08-17,42283.39659784176,18835.241287789733,39670.95286813518,47921.7104674273,24211.336800977882,16897.136457279492,23948.54216646879,13806.358635612129,22467.672734182295,22655.124446352234,17895.23994515739,16738.167342639787,307330.87974986393,307330.87974986393
2006-08-18,42483.54612081068,19666.421331344955,39420.05452938787,48704.94993060763,24058.188886719454,16751.472431425176,23681.34724316856,13820.596987869394,22478.448422671132,22695.093239235102,17952.964093608087,16849.941785773208,308563.02500262123,308563.02500262123
2006-08-21,41639.022854194685,19918.070505910586,38796.91372839948,46907.022924247176,23950.99215241327,16614.900731647656,23156.853714563993,13350.734758043627,22532.323659496255,22102.236787463484,17847.13016894638,16719.183796662277,303535.3857819889,303535.3857819889
2006-08-22,42302.14551260445,19536.785636164368,38898.71568863336,46835.77604299285,23705.96946882353,16696.839665075484,24621.474802422832,13464.64044454709,22887.92618805652,21835.783250422883,18044.365522887398,16649.591014757247,305480.013237388,305480.013237388
2006-08-23,42108.22403732445,19574.90914942558,38398.97252707479,46800.21169667586,23460.946785233784,16733.262968751,24641.26743841463,13355.48049827783,22683.18169553046,21589.31538036834,17687.245477249387,16590.546384892605,303623.5640392187,303623.5640392187
2006-08-24,42421.02150445219,19628.29781808374,38429.82292992834,47280.86048267885,23552.83075142282,16897.136457279492,24502.722761531393,13274.797256523101,22726.290860723944,21735.8650798496,17986.456174182735,16740.27540920027,305176.3774858565,305176.3774858565
2006-08-25,43009.04885504818,19712.175349924055,38381.49182371976,47138.37367244197,23598.7708951458,17206.673971662294,24304.800176672776,13303.27396103763,22683.18169553046,21669.250425044822,18039.53719185667,16845.72252495705,305892.30054304143,305892.30054304143
2006-08-28,41901.771730094355,19788.42444882707,39172.230506568034,48758.34685405356,23797.857113755657,17643.671886994787,23671.45092517266,13720.929653623198,23071.11770079537,21889.074974266707,17943.012861063937,16938.519677503347,308296.40833271865,308296.40833271865
2006-08-29,41588.99170150014,19704.54484460617,38966.58895810182,50965.762668560004,23767.226059406734,17916.787557144464,24146.46286379775,14010.440175893384,23362.0660984226,21222.943672754456,18140.886937140698,17166.26905841518,310958.9705957435,310958.9705957435
2006-08-30,41889.25086302057,19674.04561952108,39151.667543316726,52016.03193873658,24134.75640604826,18062.45596132594,24769.917684831624,14556.239907239675,23351.28880712423,21349.507705249653,18295.31624182895,17128.31134954574,314378.790027789,314378.790027789
2006-08-31,42446.01839665639,19597.794448237477,38923.389655741164,51820.24553685877,23981.625046133733,17816.637701600073,24730.332412848034,14632.177408760203,23696.11885281472,21609.29850626515,18179.494627880194,17075.586227819753,314508.7188216156,314508.7188216156
2006-09-01,42777.604638052035,19704.54484460617,38930.59483544714,49648.38711639754,23736.598683800905,18098.87342723191,24403.761469102083,15073.564065626097,23997.844541740327,21536.026197613777,18507.657811761295,17168.381816518453,313583.83944789774,313583.83944789774
2006-09-05,44716.88914498621,19529.16342036883,39522.881261597584,50734.304160152526,24257.275105329314,18199.015985564358,25947.551213398438,15296.629698398816,23803.882148941237,21762.508400682254,18913.04512673968,17050.28630139878,319733.431967558,319733.431967558
2006-09-06,43809.79642006837,19529.16342036883,39088.9419656338,48188.733322151755,23920.370294922075,17579.938037913977,24275.113110214745,14617.939056502935,23372.844992530503,21795.81699862927,18358.048088485473,16930.079592023438,311466.7852994452,311466.7852994452
2006-09-07,45542.68342659213,19391.8910027286,38919.28262386907,49150.010037342385,24517.61239640774,17497.99764504376,24334.489130660466,14110.108641694236,23211.1984455312,20983.13599763577,17841.671865398206,16744.49310616883,312244.5743190723,312244.5743190723
2006-09-08,45367.51584851296,19521.53705981212,38853.47081430546,49310.23209290321,24364.473679007042,17707.396979421275,25531.915295219074,14480.303537273807,23437.497520654004,21189.63634535207,17634.158626496588,17010.208015188084,314408.34581414564,314408.34581414564
2006-09-11,45355.014911191785,19757.93144088374,39495.1210626091,50075.604217595675,24946.40117300402,17661.8769713418,25393.37061833584,14613.193316268735,23663.791787348207,21209.620741793504,17764.459400458654,17067.158653120616,317003.5442939517,317003.5442939517
2006-09-12,45436.34823157077,19773.182089616577,40298.20864496447,51393.00410270939,24961.72313797889,17980.5184873405,26204.849818702776,15054.57884157997,24407.33032117338,21829.123055487034,18169.84088235817,17351.853980422187,322860.5615939042,322860.5615939042
2006-09-13,46418.50636967351,19811.31182001955,41806.68490932903,51802.39557905037,25099.534372290087,18053.34758138288,26867.888024190583,15030.849008854302,24407.33032117338,22335.38172655707,18000.93533419605,17337.080312175258,326971.245358892,326971.245358892
2006-09-14,46399.742507596355,20078.209570937433,41540.35541117834,51606.62308171613,25222.051232199596,18007.833411072963,26739.23966530324,15021.35639683124,24461.207160808037,22415.3193123228,17952.673897934535,17391.91506430932,326836.52671221003,326836.52671221003
2006-09-15,46355.95684112425,20474.740944655314,42147.04425277193,52621.31062489626,25007.65040610105,17762.019529674257,26254.331408682257,15434.266349182604,24482.75853778571,24646.858155953127,17764.459400458654,17491.03641653706,330442.43286782247,330442.43286782247
2006-09-18,46224.58489439349,20428.980708934454,42641.64766651379,54614.99622404739,24885.140903677726,17889.479930623947,27036.121655061503,15225.437937112492,24612.078019318502,24986.5840016451,17663.109655174627,17343.42327802786,333551.58487453085,333551.58487453085
2006-09-19,46149.499551456014,20482.36108807027,41522.87867980771,53190.910252254485,24701.378489414277,17680.083515131202,26650.17469086983,14988.133952082508,24525.85968893153,24873.34290011086,17904.412461673022,17265.387282947726,329934.42255274946,329934.42255274946
2006-09-20,47081.62404564512,20726.38390207919,40822.625773630854,55131.32059271593,27457.88643885621,17743.818823654405,27095.497675507224,15244.42202960396,25075.435829957616,25113.15057522955,18391.836197812536,17592.264271477685,337476.2661561703,337476.2661561703
2006-09-21,46700.00914277401,20512.870675058286,41835.47385227773,54686.24310530172,27687.594514957265,17470.682721311303,26699.654393319655,14342.666886490018,24795.25510677156,24913.311692993728,18570.399866305834,17210.554094661256,335424.71605222236,335424.71605222236
2006-09-22,45667.817360757675,20329.85667312248,41519.79244792704,53066.280352097805,26860.649855485175,17361.44491801728,25937.654895402542,14636.924280549061,24655.175964845257,24686.82694883599,18271.184794563338,17126.200155290062,330119.8086468937,330119.8086468937
2006-09-25,47388.16357045504,20551.002477841845,41540.35541117834,54971.102013291005,27519.14119006787,17670.985351284864,26491.8373779948,15087.801286328704,25032.328267573663,25439.553489960563,18662.082741640395,17292.799967471965,337647.15314508905,337647.15314508905
2006-09-26,48551.7621762692,20741.632478431442,41837.53531218259,53813.92765987401,27856.057036704384,18171.705440159065,25719.941562081793,15424.773737159541,25323.273459581833,25093.16490824349,18546.268419040218,17398.24082783836,338478.28301756585,338478.28301756585
2006-09-27,47801.063202477075,20924.650625128423,41431.36415917608,53653.72298499265,27457.88643885621,18563.178969084922,25056.90335659399,15344.090495404813,25161.639735058794,25352.958250348238,18401.492859873986,17311.781949601882,336460.73302659707,336460.73302659707
2006-09-28,48176.385285963304,20894.14103814041,41499.229484675736,52639.03196567663,27549.766726302154,18909.133949373692,24809.50106928555,15111.532250609029,25301.722082604156,25532.814006687255,17865.798937854666,17290.698156301874,335579.75495347445,335579.75495347445
2006-09-29,48157.63637120062,20856.01752487919,41326.48391103032,52674.704072206296,27166.923611543487,18727.048079286247,24591.7877359648,15244.42202960396,24762.93124692411,24953.277944787336,17542.465543274007,17280.146876566287,333283.8449472667,333283.8449472667
2006-10-02,46831.40101925738,20863.641813055314,41279.17360481317,51339.59327471988,27044.412269748624,18608.696058279616,24552.202463981215,14651.16150125167,24762.93124692411,24646.858155953127,16726.866957095663,17265.387282947726,328572.32564802753,328572.32564802753
2006-10-03,46343.43597405047,20871.26817361203,41546.52787493969,50378.30960725747,27411.935258903963,18727.048079286247,23879.267940497513,15045.08736111157,25226.292263182288,24480.325330575062,17083.992835812536,17218.994180141166,328212.48487937,328212.48487937
2006-10-04,47156.70440614445,21305.93342249406,42745.49917069931,55327.09309005016,27825.41862486928,18954.646660241226,24769.917684831624,15548.172035686066,25786.629667411413,25153.11682702316,17286.683576762298,17524.779556133133,339384.5947223461,339384.5947223461
